grdc_no,wmo_reg,sub_reg,river,station,country,lat,long,area,altitude,d_start,d_end,d_yrs,d_miss,m_start,m_end,m_yrs,m_miss,t_start,t_end,t_yrs,lta_discharge,r_volume_yr,r_height_yr
4115235,4,15,METHOW RIVER,"NEAR PATEROS, WA",US,48.0774,-119.9851,4589.5,274.32,1959,2019,61,0,,,,,1959,2019,61,44.758,1.411488288,307.5472901
4115236,4,15,METHOW RIVER,"WINTHROP, WA",US,48.4735,-120.1773,2608.1,523.67,1912,2019,108,71.07463373,,,,,1912,2019,108,35.312,1.113599232,426.9771987
4115240,4,15,UMATILLA RIVER,"NEAR UMATILLA, OR",US,45.9029,-119.327,5931.1,100.73,1903,2019,117,0,,,,,1903,2019,117,14.329,0.451879344,76.18811755
4115241,4,15,UMATILLA RIVER,"ABOVE MEACHAM CREEK NEAR GIBBON, OR",US,45.7196,-118.3233,339.3,565.35,1933,2019,87,0.006354451,,,,,1933,2019,87,6.466,0.203911776,600.9778249
4115250,4,15,WALLA WALLA RIVER,"NEAR TOUCHET, WA",US,46.0276,-118.7297,4291.6,123.44,1951,2019,69,0,,,,,1951,2019,69,16.554,0.522046944,121.643896
4115260,4,15,YAKIMA RIVER,"KIONA, WA",US,46.2535,-119.4781,14542.9,138.5,1905,2019,115,15.8690783,,,,,1905,2019,115,101.594,3.203868384,220.3046424
4115261,4,15,YAKIMA RIVER,"ABOVE AHTANUM CREEK AT UNION GAP, WA",US,46.5343,-120.4673,9010.6,274.32,1966,2019,54,0,,,,,1966,2019,54,102.573,3.234742128,358.992978
4115262,4,15,YAKIMA RIVER,"UTANUM, WA",US,46.8626,-120.4801,4128.5,396.24,1908,2019,112,5.753600632,,,,,1908,2019,112,69.061,2.177907696,527.530022
4115270,4,15,CRAB CREEK,"NEAR BEVERLY, WA",US,46.8299,-119.8312,12535.6,152.4,1959,2018,60,0.421168284,,,,,1959,2018,60,5.611,0.176948496,14.11567823
4115280,4,15,DESCHUTES RIVER,"MOODY NEAR BIGGS, OR",US,45.6221,-120.9026,27195,51.07,1897,2018,122,5.360209708,,,,,1897,2018,122,164.645,5.19224472,190.9264468
4115281,4,15,DESCHUTES RIVER,"NEAR MADRAS, OR",US,44.726,-121.2484,20253.8,423.75,1923,2018,96,0.210854684,,,,,1923,2018,96,129.567,4.086024912,201.7411504
4115282,4,15,DESCHUTES RIVER,"NEAR CULVER, OR",US,44.4987,-121.3212,7006,603.5,1952,2019,68,0,,,,,1952,2019,68,25.833,0.814669488,116.2816854
4115290,4,15,CHELAN RIVER,"CHELAN, WA",US,47.8346,-120.0131,2393.2,-999,1903,2019,117,0,,,,,1903,2019,117,58.512,1.845234432,771.0322714
4115300,4,15,OKANOGAN RIVER,"NEAR TONASKET, WA",US,48.6324,-119.4617,18803.4,262.37,1911,2019,109,3.45953333,,,,,1911,2019,109,83.996,2.648897856,140.873345
4115301,4,15,OKANOGAN RIVER,"MALOTT, WA",US,48.2813,-119.7045,20927.2,238.83,1965,2019,55,0.005104385,,,,,1965,2019,55,87.427,2.757097872,131.7470981
4115305,4,15,SIMILKAMEEN RIVER,"NEAR NIGHTHAWK, WA",US,48.9846,-119.6184,9194.5,346.77,1928,2019,92,0,,,,,1928,2019,92,65.604,2.068887744,225.0136216
4115310,4,15,KETTLE RIVER,"NEAR FERRY, WA",US,48.9813,-118.7664,5698,559.86,1928,2019,92,0.006041748,,,,,1928,2019,92,44.184,1.393386624,244.5395971
4115311,4,15,KETTLE RIVER,"NEAR LAURIER, WA",US,48.9843,-118.2164,9842,434.49,1929,2019,91,0,,,,,1929,2019,91,83.832,2.643725952,268.6167397
4115320,4,15,KOOTENAY RIVER,"LIBBY, MT",US,48.4008,-115.5532,26521.6,622.26,1910,1991,82,1.169511577,,,,,1910,1991,82,340.585,10.74068856,404.9789063
4115321,4,15,KOOTENAY RIVER,"NEAR COPELAND, ID",US,48.9119,-116.4174,34706,518.16,1929,1992,64,0,,,,,1929,1992,64,439.884,13.87218182,399.705579
4115322,4,15,KOOTENAY RIVER,"PORTHILL, ID",US,48.9963,-116.5085,35483,518.16,1928,2019,92,0,,,,,1928,2019,92,449.221,14.16663346,399.2512881
4115330,4,15,FLATHEAD RIVER,"NEAR WEST GLACIER, MT (MIDDLE FORK)",US,48.4952,-114.0101,2921.5,953.63,1939,2019,81,0,,,,,1939,2019,81,81.905,2.58295608,884.1198289
4115331,4,15,FLATHEAD RIVER,"PERMA, MT",US,47.3674,-114.5851,22779.1,752.64,1983,2019,37,0,,,,,1983,2019,37,333.881,10.52927122,462.2338554
4115332,4,15,FLATHEAD RIVER,"NEAR POISON, MT",US,47.6802,-114.2468,18378.6,820.74,1907,2019,113,0.372512499,,,,,1907,2019,113,326.682,10.30224355,560.5564924
4115333,4,15,FLATHEAD RIVER,ABOVE TWIN CREEK (SOUTH FORK),US,47.9791,-113.5609,3004.4,1089.66,1964,2018,55,33.94927353,,,,,1964,2018,55,64.923,2.047411728,681.4710851
4115340,4,15,BLACKFOOT RIVER,"NEAR BONNER, MT",US,46.8996,-113.7565,5931.1,1019.48,1898,2018,121,29.78621679,,,,,1898,2018,121,45.099,1.422242064,239.7939782
4115344,4,15,CLARK FORK,"DEER LODGE, MT",US,46.3977,-112.7428,2577.1,1372.27,1978,2018,41,0,,,,,1978,2018,41,7.239,0.228289104,88.58371968
4115345,4,15,CLARK FORK,"ST. REGIS, MT",US,47.3019,-115.0874,27736.3,792.59,1910,2018,109,4.637475265,,,,,1910,2018,109,205.942,6.494586912,234.1547687
4115346,4,15,CLARK FORK,"WHITEHORSE RAPIDS NEAR CABINET, ID",US,48.0916,-116.1177,57169.1,627.89,1928,2014,87,0,,,,,1928,2014,87,621.599,19.60274606,342.8905836
4115347,4,15,CLARK FORK,"NEAR PLAINS, MT",US,47.4297,-114.856,51691.2,746.49,1910,2019,110,0,,,,,1910,2019,110,553.169,17.44473758,337.4798338
4115348,4,15,CLARK FORK,"BELOW MISSOULA, MT",US,48.8691,-114.1268,23317.8,939.97,1929,2018,90,0,,,,,1929,2018,90,150.829,4.756543344,203.9876551
4115349,4,15,CLARK FORK,"ABOVE MISSOULA, MT",US,46.8771,-113.9323,15537.4,974.84,1929,2018,90,0,,,,,1929,2018,90,82.791,2.610896976,168.0395031
4115350,4,15,COEUR D'ALENE RIVER,"NEAR CATALDO, ID",US,47.5546,-116.324,3167.6,640.08,1911,2019,109,19.9428398,,,,,1911,2019,109,70.871,2.234987856,705.577679
4115351,4,15,COEUR D'ALENE RIVER,"ENAVILLE, ID (NORTH FORK)",US,47.5688,-116.2527,2318,640.08,1911,2019,109,24.93174924,,,,,1911,2019,109,53.497,1.687081392,727.8176842
4115400,4,15,SPOKANE RIVER,"LONG LAKE, WA",US,47.8366,-117.8413,15591.8,395.94,1939,2019,81,0,,,,,1939,2019,81,217.012,6.843690432,438.9288236
4115401,4,15,SPOKANE RIVER,"SPOKANE, WA",US,47.6593,-117.4491,11111.1,517.25,1891,2019,129,0,,,,,1891,2019,129,189.73,5.98332528,538.4998137
4115402,4,15,SPOKANE RIVER,"GREENACRES, WA",US,47.6791,-117.158,10748.5,603.5,1948,2011,64,74.05319332,,,,,1948,2011,64,166.587,5.253487632,488.7647236
4115403,4,15,SPOKANE RIVER,"NEAR POST FALLS, ID",US,47.703,-116.978,9945.6,610.51,1913,2019,107,0.002579447,,,,,1913,2019,107,176.469,5.565126384,559.5566264
4115410,4,15,SAINT JOE CREEK,"CALDER, ID",US,47.2749,-116.1885,2667.7,639.09,1911,2019,109,7.273697315,,,,,1911,2019,109,65.962,2.080177632,779.7644533
4115450,4,15,BITTERROOT RIVER,"NEAR MISSOULA, MT",US,46.8319,-114.054,7288.3,947.26,1898,2018,121,71.43865401,,,,,1898,2018,121,67.125,2.116854,290.4455086
4115451,4,15,BITTERROOT RIVER,"NEAR DARBY, MT",US,45.9721,-114.1415,2716.9,1201.56,1937,2018,82,0,,,,,1937,2018,82,25.088,0.791175168,291.2051117
4115600,4,15,COLUMBIA RIVER,INTERNATIONAL BOUNDARY (USA),US,48.92,-117.78,154623,396,,,,,1965,1984,20,5,1965,1984,20,2878.039,90.7618379,586.9879507
4115700,4,15,PEND OREILLE RIVER,"NEWPORT, WA",US,48.18,-117.03,62678,610,,,,,1965,1984,20,20,1965,1984,20,772.794,24.37083158,388.8259291
4116150,4,16,MINAM RIVER,"MINAM, OR",US,45.6199,-117.7266,621.6,774.34,1912,2019,108,48.03324808,,,,,1912,2019,108,12.877,0.406089072,653.2964479
4116170,4,16,EAGLE CREEK,"ABOVE SKULL CREEK NEAR NEW BRIDGE, OR",US,44.8804,-117.2538,404,853.44,1957,2011,55,23.60695635,,,,,1957,2011,55,8.975,0.2830356,700.5831683
4116180,4,16,SNAKE RIVER,"CLARKSTON, WA",US,46.4279,-117.1652,267288,204.22,1915,1973,59,10.19023038,1915,1972,58,3.202328967,1915,1973,59,1424.041,44.90855698,168.0156123
4116181,4,16,SNAKE RIVER,"NEAR ANATONE, WA",US,46.0971,-116.9776,240766.4,245.97,1958,2019,62,0,1958,2001,44,0,1958,2019,62,973.476,30.69953914,127.5075722
4116182,4,16,SNAKE RIVER,"BELOW ICE HARBOR DAM, WA",US,46.2504,-118.8831,281015,91.44,1912,2000,89,58.52467177,,,,,1912,2000,89,1572.352,49.58569267,176.4521206
4116183,4,16,SNAKE RIVER,HELLS CANYON DAM (ID-OR STATE LINE),US,45.2513,-116.6982,189847,426.72,1965,2018,54,0,,,,,1965,2018,54,541.412,17.07396883,89.93541553
4116184,4,16,SNAKE RIVER,"WEISER, ID",US,44.2454,-116.981,179228,636.01,1910,2019,110,0,,,,,1910,2019,110,497.847,15.70010299,87.59849461
4116185,4,16,SNAKE RIVER,"NYSSA, OR",US,43.8766,-116.9849,152033,661.42,1974,2019,46,5.326639319,,,,,1974,2019,46,352.594,11.11940438,73.13809754
4116186,4,16,SNAKE RIVER,"NEAR MURPHY, ID",US,43.2918,-116.4209,108521,692.25,1912,2019,108,0.750147213,,,,,1912,2019,108,299.882,9.457078752,87.14514934
4116187,4,16,SNAKE RIVER,"KING HILL, ID",US,43.0021,-115.2026,92722,759.65,1909,2019,111,0,,,,,1909,2019,111,295.525,9.3196764,100.5120295
4116188,4,16,SNAKE RIVER,"HOWELLS FERRY NEAR MINIDOKA, ID",US,42.6731,-113.5003,40663,1259.49,1910,2019,110,0.052663256,,,,,1910,2019,110,183.592,5.789757312,142.3839193
4116189,4,16,SNAKE RIVER,"NEELEY, ID",US,42.7682,-112.8792,35224,1292.84,1907,2019,113,0.312202737,,,,,1907,2019,113,213.06,6.71906016,190.7523325
4116190,4,16,SNAKE RIVER,"NEAR SHELLEY, ID",US,43.4138,-112.1355,25356,1401.78,1915,2019,105,7.649900242,,,,,1915,2019,105,166.539,5.251973904,207.129433
4116191,4,16,SNAKE RIVER,"NEAR IRWIN, ID",US,43.3508,-111.2191,13532.8,1631.59,1935,2019,85,13.43206028,,,,,1935,2019,85,183.141,5.775534576,426.7804576
4116192,4,16,SNAKE RIVER,"MOOSE, WY",US,43.6538,-110.7152,4343.4,1965.96,1995,2019,25,0.742602536,,,,,1995,2019,25,82.714,2.608468704,600.5591712
4116193,4,16,SNAKE RIVER,"FLAGG RANCH ABOVE JACKSON LAKE, WY",US,44.0891,-110.6947,1258.7,2073.13,1983,2018,36,0,,,,,1983,2018,36,25.246,0.796157856,632.5239183
4116200,4,16,PALOUSE RIVER,"HOOPER, WA",US,46.7585,-118.1488,6475,317.24,1897,2019,123,30.24751028,,,,,1897,2019,123,17.196,0.542293056,83.75182332
4116201,4,16,PALOUSE RIVER,"NEAR POTLATCH, ID",US,46.9152,-116.951,821,748.32,1914,2019,106,44.98523146,,,,,1914,2019,106,7.418,0.233934048,284.9379391
4116300,4,16,CLEARWATER RIVER,"SPALDING, ID",US,46.4485,-116.8274,24786.3,234.85,1910,2019,110,11.04309932,,,,,1910,2019,110,429.81,13.55448816,546.8540347
4116301,4,16,CLEARWATER RIVER,"OROFINO, ID",US,46.4785,-116.2574,14452.2,301.996,1930,2019,90,29.32152118,,,,,1930,2019,90,247.567,7.807272912,540.2134562
4116302,4,16,CLEARWATER RIVER,"KAMIAH, ID",US,46.2332,-116.0176,12561.5,354.34,1910,1965,56,0,,,,,1910,1965,56,232.723,7.339152528,584.2576546
4116310,4,16,CLEARWATER RIVER,"AHSAHKA, ID (NORTH FORK)",US,46.5043,-116.3204,6319.6,295.6,1926,1968,43,2.224985276,,,,,1926,1968,43,160.989,5.076949104,803.3655776
4116311,4,16,CLEARWATER RIVER,"NEAR CANYON RANGER STATION, ID (NF)",US,46.8405,-115.6507,3522.4,505.97,1967,2019,53,0.005226845,,,,,1967,2019,53,97.707,3.081287952,874.7694617
4116320,4,16,SELWAY RIVER,"NEAR LOWELL, ID",US,46.0867,-115.5139,4946.9,469.39,1911,2019,109,16.71307077,,,,,1911,2019,109,105.847,3.337990992,674.7641941
4116325,4,16,LOCHSA RIVER,"NEAR LOWELL, ID",US,46.1508,-115.5872,3056.2,442.87,1910,2019,110,15.64231738,,,,,1910,2019,110,80.019,2.523479184,825.6917689
4116330,4,16,SALMON RIVER,"WHITE BIRD, ID",US,45.7503,-116.3239,35094.5,430.58,1910,2019,110,1.841588149,,,,,1910,2019,110,315.013,9.934249968,283.0714205
4116331,4,16,SALMON RIVER,"NEAR SHOUP, ID",US,45.3222,-114.4411,16239.3,961.25,1944,2019,76,28.1871302,,,,,1944,2019,76,83.368,2.629093248,161.8969566
4116332,4,16,SALMON RIVER,"SALMON, ID",US,45.1836,-113.8953,9738.4,1192.12,1912,2019,108,2.702563575,,,,,1912,2019,108,54.736,1.726154496,177.2523716
4116333,4,16,SALMON RIVER,"BELOW YANKEE FORK NEAR CLAYTON, ID",US,44.2682,-114.7337,2077.2,1798.32,1921,2019,99,10.92111902,,,,,1921,2019,99,27.783,0.876164688,421.8008319
4116335,4,16,SALMON RIVER,"AT MOUTH NEAR SHOUP, ID (MIDDLE FORK)",US,45.2936,-114.5964,18983.8,926.59,1993,2019,27,0.064419154,1993,2001,9,0,1993,2019,27,82.66,2.60676576,137.3152772
4116340,4,16,LEMHI RIVER,"NEAR LEMHI, ID",US,44.9399,-113.6401,2318.1,1511.81,1938,2019,82,24.52534876,,,,,1938,2019,82,7.307,0.230433552,99.40621716
4116350,4,16,BRUNEAU RIVER,"NEAR HOT SPRING, ID",US,42.771,-115.7204,6811.7,792.02,1909,2019,111,25.99915337,,,,,1909,2019,111,10.563,0.333114768,48.9033234
4116351,4,16,BRUNEAU RIVER,"ROWLAND, NV",US,41.9332,-115.6745,989.4,1371.6,1913,2019,107,45.7075009,,,,,1913,2019,107,2.964,0.093472704,94.47412978
4116360,4,16,VALLEY CREEK,"STANLEY, ID",US,44.2225,-114.9311,380.7,1896.41,1911,2019,109,25.80735108,,,,,1911,2019,109,5.707,0.179975952,472.7500709
4116370,4,16,PAHSIMEROI RIVER,"ELLIS, ID",US,44.525,-114.0469,2141.9,1412.74,1984,2018,35,0,,,,,1984,2018,35,6.487,0.204574032,95.51054298
4116400,4,16,PAYETTE RIVER,"NEAR PAYETTE, ID",US,44.0424,-116.9252,8391.6,651.8,1935,2019,85,0,,,,,1935,2019,85,83.691,2.639279376,314.5144402
4116401,4,16,PAYETTE RIVER,"NEAR EMMETT, ID",US,43.9304,-116.4426,6941.2,731.62,1925,2019,95,0,,,,,1925,2019,95,81.938,2.583996768,372.2694589
4116402,4,16,PAYETTE RIVER,"NEAR HORSESHOE BEND, ID",US,43.9424,-116.1968,5775.7,800.29,1906,2019,114,2.51396648,,,,,1906,2019,114,90.106,2.841582816,491.9893374
4116405,4,16,NORTH FORK PAYETTE RIVER,"NEAR BANKS, ID",US,44.1138,-116.1079,2416.5,939.13,1947,2019,73,0.318640467,,,,,1947,2019,73,36.577,1.153492272,477.340067
4116406,4,16,NORTH FORK PAYETTE RIVER,"CASCADE, ID",US,44.5249,-116.0468,1621.3,1438.66,1941,2018,78,0,,,,,1941,2018,78,28.133,0.887202288,547.2166089
4116407,4,16,NORTH FORK PAYETTE RIVER,"MCCALL, ID",US,44.9074,-116.1187,372.9,1514.17,1908,2019,112,1.727371434,,,,,1908,2019,112,10.222,0.322360992,864.4703459
4116450,4,16,OWYHEE RIVER,"BELOW OWYHEE DAM, OR",US,43.6546,-117.2554,28904.4,714.35,1929,2019,91,0,,,,,1929,2019,91,11.234,0.354275424,12.2567991
4116451,4,16,OWYHEE RIVER,"NEAR ROME, OR",US,42.8671,-117.6488,20720,1019.31,1949,2019,71,0,,,,,1949,2019,71,25.353,0.799532208,38.58746178
4116452,4,16,OWYHEE RIVER,"NEAR MOUNTAIN CITY, NV",US,41.8605,-115.9893,1012.7,1694.69,1991,2019,29,5.696449473,,,,,1991,2019,29,2.688,0.084768768,83.70570554
4116460,4,16,BOISE RIVER,"GLENWOOD BRIDGE NEAR BOISE, ID",US,43.6602,-116.279,7252,792.48,1938,2019,82,50.88067227,,,,,1938,2019,82,34.812,1.097831232,151.3832366
4116461,4,16,BOISE RIVER,"NEAR TWIN SPRINGS, ID",US,43.6591,-115.727,2149.7,992.34,1911,2019,109,0,,,,,1911,2019,109,33.973,1.071372528,498.3823454
4116470,4,16,HENRYS FORK,"NEAR REXBURG, ID",US,43.826,-111.905,7562.8,1464.98,1909,2019,111,0,,,,,1909,2019,111,59.363,1.872071568,247.536834
4116471,4,16,HENRYS FORK,"ST. ANTHONY, ID",US,43.9666,-111.673,4584.3,1508.97,1919,2019,101,21.73473569,,,,,1919,2019,101,54.266,1.711332576,373.30292
4116480,4,16,BLACKFOOT RIVER,"NEAR BLACKFOOT, ID",US,43.1305,-112.4772,3354.1,1347.22,1913,2019,107,12.52642979,,,,,1913,2019,107,4.058,0.127973088,38.15422557
4116481,4,16,BLACKFOOT RIVER,"ABOVE RESERVOIRE NEAR HENRY, ID",US,42.8166,-111.5105,906.5,1908.05,1914,2019,106,64.72044187,,,,,1914,2019,106,4.307,0.135825552,149.8351373
4118100,4,18,CARSON RIVER,"WOODFORDS, CA (WEST FORK)",US,38.7696,-119.8338,169.3,1753.97,1900,2019,120,26.08735717,,,,,1900,2019,120,2.994,0.094418784,557.7010278
4118105,4,18,CARSON RIVER,"NEAR FORT CHURCHILL, NV",US,39.293,-119.2515,3755.5,1274.06,1911,2019,109,0,,,,,1911,2019,109,10.529,0.332042544,88.41500306
4118110,4,18,WALKER RIVER,"NEAR WABUSKA, NV",US,39.1527,-119.0982,6734,1304.54,1902,2019,118,16.18135078,,,,,1902,2019,118,4.678,0.147525408,21.907545
4118200,4,18,OAK CREEK,"NEAR MOJAVE, CA",US,35.05,-118.3578,40.9,1243.58,1957,1986,30,0,,,,,1957,1986,30,0.037,0.001166832,28.52889976
4118220,4,18,BIG ROCK CREEK,"NEAR VALYERMO, CA",US,34.4208,-117.8395,59.3,1234.44,1923,2019,97,0,,,,,1923,2019,97,0.475,0.0149796,252.6070826
4118300,4,18,PALM CANYON CREEK,"NEAR PALM SPRINGS, CA",US,33.745,-116.5356,241.1,213.36,1930,2019,90,6.457468082,,,,,1930,2019,90,0.132,0.004162752,17.2656657
4118310,4,18,DEEP CREEK,"NEAR PALM DESERT, CA",US,33.6311,-116.3922,79.2,438.91,1962,2019,58,0,,,,,1962,2019,58,0.054,0.001702944,21.50181818
4118315,4,18,FLAMINGO WASH,"DECATUR BLVD AT LAS VEGAS, NV",US,36.1027,-115.2078,260.5,680.74,1992,2005,14,0,1992,2000,9,48.54368932,1992,2005,14,0.018,0.000567648,2.179071017
4118317,4,18,CARUTHERS CREEK,"NEAR IVANPAH, CA",US,35.245,-115.2989,2.1,1719.07,1963,2006,44,1.354272635,1963,2000,38,62.30248307,1963,2006,44,0.003,0.000094608,45.05142857
4118320,4,18,AMARGOSA RIVER,"TECOPA, CA",US,35.8486,-116.23,8003.1,399.29,1961,2019,59,21.32366875,1961,2000,40,39.74358974,1961,2019,59,0.086,0.002712096,0.338880684
4118400,4,18,SILVIES RIVER,"NEAR BURNS, OR",US,43.7151,-119.1774,2419,1278.64,1903,2012,110,23.3153875,,,,,1903,2012,110,5.073,0.159982128,66.13564613
4118410,4,18,HUMBOLDT RIVER,"PALISADE, NV",US,40.6074,-116.2017,13087.8,1470.83,1902,2019,118,4.131455399,,,,,1902,2019,118,11.089,0.349702704,26.71974694
4118420,4,18,DONNER UND BLITZEN RIVER,"NEAR FRENCHGLEN, OR",US,42.791,-118.8677,518,1297,1911,2019,109,15.89464124,,,,,1911,2019,109,3.525,0.1111644,214.6030888
4118440,4,18,HUMBOLDT RIVER,"NEAR IMLAY, NV",US,40.6924,-118.2043,40155.2,1258.82,1935,2019,85,3.940358628,1965,1984,20,0,1935,2019,85,7.617,0.240209712,5.982032514
4118450,4,18,QUINN RIVER,"NEAR MC DERMITT, NV (EAST FORK)",US,41.9832,-117.5843,362.6,1432.56,1948,1981,34,0.049714144,,,,,1948,1981,34,0.749,0.023620464,65.1419305
4118800,4,18,SEVIER RIVER,"HATCH, UT",US,37.6511,-112.4302,880.6,2093.98,1914,2019,106,10.17422877,,,,,1914,2019,106,3.359,0.105929424,120.292328
4118850,4,18,SEVIER RIVER,"JUAB, UT",US,39.3747,-112.0396,13377.4,1505.71,1911,2019,109,0,1965,1984,20,0,1911,2019,109,7.114,0.224347104,16.77060595
4118900,4,18,THOMAS FORK,NEAR WYOMING-IDAHO STATE LINE,US,42.4027,-111.0257,292.7,1914.14,1949,1992,44,0,,,,,1949,1992,44,1.57,0.04951152,169.1544927
4119050,4,19,CROW WING RIVER,"NIMROD, MN",US,46.6402,-94.8792,2615.9,400.29,1910,2019,110,28.5559694,,,,,1910,2019,110,13.577,0.428164272,163.6776146
4119070,4,19,CROW RIVER,"ROCKFORD, MN",US,45.0866,-93.7341,6837.6,272.21,1906,2018,113,14.20158661,,,,,1906,2018,113,25.651,0.808929936,118.3061214
4119080,4,19,SAINT CROIX RIVER,"ST. CROIX FALLS, WI",US,45.4069,-92.6472,16161.6,210.29,1902,2018,117,3.88727375,,,,,1902,2018,117,126.238,3.981041568,246.3271933
4119090,4,19,LE SUEUR RIVER,"NEAR RAPIDAN, MN",US,44.1111,-94.0413,2874.9,236.45,1939,2018,80,4.846806301,,,,,1939,2018,80,17.624,0.555790464,193.3251466
4119100,4,19,MISSISSIPPI RIVER,"ST.PAUL, MN",US,44.9336,-93.1058,95312,208.37,1892,2017,126,1.712157187,,,,,1892,2017,126,354.487,11.17910203,117.2895546
4119101,4,19,MISSISSIPPI RIVER,"AITKIN, MN",US,46.5405,-93.7075,15902.6,360.4,1945,2019,75,0,,,,,1945,2019,75,83.244,2.625182784,165.0788414
4119150,4,19,TURKEY RIVER,"GARBER, IA",US,42.74,-91.2618,4001.6,193.38,1913,2019,107,5.732451153,,,,,1913,2019,107,31.279,0.986414544,246.505034
4119170,4,19,WAPSIPINICON RIVER,"NEAR DE WITT, IA",US,41.767,-90.5349,6050.2,182.52,1934,2019,86,0,,,,,1934,2019,86,51.746,1.631861856,269.720316
4119200,4,19,ROCK RIVER,"NEAR JOSLIN, IL",US,41.5598,-90.1821,24731.9,171.93,1939,2019,81,0,,,,,1939,2019,81,201.578,6.356963808,257.0349956
4119201,4,19,ROCK RIVER,"AFTON, WI",US,42.6092,-89.0707,8650.6,226.27,1914,2019,106,0.018221574,,,,,1914,2019,106,59.318,1.870652448,216.2453989
4119210,4,19,PECATONICA RIVER,"FREEPORT, IL",US,42.3028,-89.6196,3434.3,226.52,1914,2019,106,0.002611784,,,,,1914,2019,106,28.499,0.898744464,261.6965507
4119220,4,19,KISHWAUKEE RIVER,"NEAR PERRYVILLE, IL",US,42.1945,-88.9987,2846.4,210.96,1939,2019,81,0.013704732,,,,,1939,2019,81,23.676,0.746646336,262.3125126
4119230,4,19,GREEN RIVER,"NEAR GENESEO, IL",US,41.4889,-90.1576,2597.8,176.07,1936,2019,84,0.57782593,,,,,1936,2019,84,19.522,0.615645792,236.9873709
4119250,4,19,IOWA RIVER,"WAPELLO, IA",US,41.1781,-91.1821,32375,164.03,1914,2019,106,0,,,,,1914,2019,106,235.218,7.417834848,229.1223119
4119251,4,19,IOWA RIVER,"IOWA CITY, IA",US,41.6567,-91.541,8471.9,188.14,1903,2019,117,0.00235488,,,,,1903,2019,117,57.432,1.811175552,213.7862288
4119252,4,19,IOWA RIVER,"MARSHALLTOWN, IA",US,42.0658,-92.9077,3967.9,260.03,1902,2019,118,13.68711814,,,,,1902,2019,118,27.597,0.870298992,219.3349107
4119260,4,19,CEDAR RIVER,"CEDAR RAPIDS, IA",US,41.9706,-91.6671,16860.9,213.5,1902,2019,118,0,,,,,1902,2019,118,117.878,3.717400608,220.4746252
4119261,4,19,CEDAR RIVER,"WATERLOO, IA",US,42.4955,-92.3344,13328.1,251.2,1940,2019,80,0.00347814,,,,,1940,2019,80,102.313,3.226542768,242.0857262
4119262,4,19,CEDAR RIVER,"JANESVILLE, IA",US,42.6483,-92.4652,4302,264.65,1904,2019,116,13.95803996,,,,,1904,2019,116,30.566,0.963929376,224.0654059
4119263,4,19,CEDAR RIVER,"CHARLES CITY, IA",US,43.0625,-92.6732,2729.9,296.58,1964,2019,56,9.101325097,,,,,1964,2019,56,24.207,0.763391952,279.6409949
4119264,4,19,CEDAR RIVER,"NEAR CONESVILLE, IA",US,41.41,-91.2852,20168.3,177.38,1939,2019,81,0,,,,,1939,2019,81,162.705,5.13106488,254.412364
4119265,4,19,SHELL ROCK RIVER,"SHELL ROCK, IA",US,42.7119,-92.583,4522.1,269.85,1953,2019,67,10.60423838,,,,,1953,2019,67,34.048,1.073737728,237.4422786
4119270,4,19,SKUNK RIVER,"AUGUSTA, IA",US,40.7536,-91.2779,11168.1,158.87,1913,2019,107,0.825718945,,,,,1913,2019,107,78.817,2.485572912,222.5600516
4119271,4,19,SKUNK RIVER,"NEAR OSKALOOSA, IA (S. BRANCH)",US,41.3558,-92.6569,4234.7,208.94,1945,2019,75,0,,,,,1945,2019,75,32.673,1.030375728,243.31729
4119280,4,19,DES MOINES RIVER,"KEOSAUQUA, IA",US,40.7278,-91.9596,36358.4,166.84,1903,2019,117,3.660176991,,,,,1903,2019,117,201.814,6.364406304,175.04638
4119281,4,19,DES MOINES RIVER,"NEAR STRATFORD, IA",US,42.2511,-93.998,14120.7,272.49,1920,2019,100,0.002751562,,,,,1920,2019,100,71.754,2.262834144,160.2494313
4119282,4,19,DES MOINES RIVER,"FORT DODGE, IA",US,42.5061,-94.2014,10852.1,295.47,1905,2019,115,23.13875598,,,,,1905,2019,115,56.715,1.78856424,164.8127312
4119283,4,19,DES MOINES RIVER,"DAKOTA CITY, IA (EAST FORK)",US,42.7239,-94.1919,3387.7,316.6,1940,2019,80,0.003444356,,,,,1940,2019,80,19.514,0.615393504,181.655254
4119285,4,19,RACCOON RIVER,"VAN METER, IA",US,41.5339,-93.95,8912.2,256.39,1915,2019,105,0,,,,,1915,2019,105,48.471,1.528581456,171.5156141
4119286,4,19,NORTH RACCOON RIVER,"NEAR JEFFERSON, IA",US,41.988,-94.3769,4193.2,294.77,1940,2019,80,0,,,,,1940,2019,80,25.096,0.791427456,188.7406887
4119288,4,19,BOONE RIVER,"NEAR WEBSTER CITY, IA",US,42.4336,-93.8036,2185.9,301.62,1940,2019,80,0,,,,,1940,2019,80,14.839,0.467962704,214.0823935
4119290,4,19,SALT RIVER,"NEAR NEW LONDON, MO",US,39.6123,-91.4085,6423.2,145.4,1922,2019,98,0,,,,,1922,2019,98,51.677,1.629685872,253.7186873
4119295,4,19,CUIVRE RIVER,"NEAR TROY, MO",US,39.0164,-90.9835,2338.8,137.24,1922,2019,98,6.985893329,,,,,1922,2019,98,19.688,0.620880768,265.4697999
